user_id,signup_date,plan_type,acquisition_channel,country
3714,2023-05-17,Pro,Organic,USA
3715,2024-10-18,Premium,Organic,USA
3716,2024-11-24,Basic,Organic,India
3717,2023-05-27,Basic,Organic,USA
3718,2023-03-12,Basic,Paid Ads,USA
3719,2024-06-27,Basic,Organic,Canada
3720,2024-07-30,Basic,Organic,USA
3721,2023-01-09,Basic,Organic,UK
3722,2024-09-16,Pro,Referral,UK
3723,2024-10-27,Premium,Paid Ads,Canada
3724,2023-06-18,Basic,Paid Ads,USA
3725,2024-03-26,Basic,Paid Ads,UK
3726,2023-12-26,Premium,Organic,UK
3727,2023-08-07,Basic,Organic,India
3728,2024-10-05,Basic,Paid Ads,Canada
3729,2023-06-05,Basic,Organic,UK
3730,2024-02-26,Pro,Organic,UK
3731,2024-09-22,Basic,Paid Ads,Canada
3732,2024-12-04,Premium,Organic,USA
3733,2024-03-29,Basic,Organic,Canada
3734,2023-08-11,Pro,Paid Ads,India
3735,2023-03-30,Basic,Organic,India
3736,2023-04-13,Basic,Paid Ads,India
3737,2023-05-24,Pro,Paid Ads,UK
3738,2023-05-07,Pro,Paid Ads,USA
3739,2024-08-26,Pro,Paid Ads,India
3740,2024-01-29,Pro,Organic,Canada
3741,2023-12-26,Premium,Organic,India
3742,2024-03-15,Pro,Organic,UK
3743,2023-11-19,Pro,Organic,India
3744,2023-05-24,Basic,Referral,USA
3745,2023-09-11,Basic,Referral,India
3746,2023-10-11,Basic,Organic,USA
3747,2024-10-22,Pro,Organic,USA
3748,2023-03-28,Basic,Organic,Canada
3749,2023-09-12,Basic,Organic,USA
3750,2024-07-20,Premium,Organic,UK
3751,2024-09-07,Premium,Paid Ads,UK
3752,2024-09-06,Premium,Referral,USA
3753,2024-09-14,Basic,Paid Ads,USA
3754,2023-10-19,Pro,Organic,India
3755,2024-12-08,Basic,Organic,India
3756,2023-01-28,Basic,Paid Ads,Canada
3757,2024-11-05,Basic,Referral,India
3758,2023-11-05,Basic,Referral,UK
3759,2023-07-30,Basic,Referral,India
3760,2024-06-14,Pro,Paid Ads,Canada
3761,2024-09-13,Basic,Paid Ads,Canada
3762,2024-06-05,Pro,Organic,USA
3763,2023-07-13,Pro,Paid Ads,Canada
3764,2024-02-06,Basic,Organic,USA
3765,2023-10-30,Basic,Organic,UK
3766,2024-10-23,Basic,Paid Ads,UK
3767,2023-02-25,Pro,Organic,India
3768,2023-09-03,Basic,Organic,Canada
3769,2024-05-21,Basic,Organic,UK
3770,2024-01-31,Basic,Organic,USA
3771,2023-04-26,Pro,Organic,Canada
3772,2023-09-04,Premium,Organic,Canada
3773,2024-05-26,Basic,Organic,USA
3774,2024-10-15,Pro,Organic,Canada
3775,2024-08-31,Pro,Referral,Canada
3776,2023-03-14,Premium,Organic,UK
3777,2024-06-24,Pro,Organic,USA
3778,2023-01-13,Pro,Paid Ads,UK
3779,2024-01-05,Pro,Referral,USA
3780,2023-11-21,Premium,Paid Ads,India
3781,2023-05-16,Basic,Organic,Canada
3782,2024-02-01,Basic,Paid Ads,Canada
3783,2024-08-05,Basic,Paid Ads,UK
3784,2024-03-06,Pro,Paid Ads,Canada
3785,2024-01-10,Pro,Paid Ads,Canada
3786,2024-07-13,Basic,Referral,UK
3787,2024-11-30,Pro,Referral,UK
3788,2023-06-26,Basic,Paid Ads,USA
3789,2024-04-27,Basic,Organic,India
3790,2023-03-16,Premium,Paid Ads,UK
3791,2023-01-18,Basic,Referral,USA
3792,2024-08-24,Basic,Organic,UK
3793,2023-03-11,Pro,Referral,USA
3794,2023-01-15,Pro,Organic,India
3795,2023-09-26,Basic,Paid Ads,USA
3796,2023-08-09,Pro,Referral,USA
3797,2023-02-10,Pro,Organic,Canada
3798,2023-03-03,Basic,Paid Ads,UK
3799,2024-02-12,Basic,Organic,USA
3800,2024-06-02,Pro,Organic,UK
3801,2023-10-21,Basic,Organic,USA
3802,2024-10-05,Premium,Organic,Canada
3803,2024-12-30,Pro,Organic,Canada
3804,2024-05-28,Premium,Referral,India
3805,2024-03-01,Basic,Referral,USA
3806,2024-03-09,Premium,Organic,Canada
3807,2024-12-19,Basic,Paid Ads,UK
3808,2024-02-16,Basic,Organic,USA
3809,2023-03-26,Basic,Organic,USA
3810,2024-10-17,Basic,Organic,India
3811,2024-07-03,Pro,Referral,UK
3812,2024-07-04,Basic,Referral,India
3813,2024-09-22,Basic,Organic,USA
3814,2023-06-06,Pro,Organic,India
3815,2023-10-12,Basic,Organic,USA
3816,2023-03-27,Pro,Paid Ads,USA
3817,2023-11-14,Basic,Paid Ads,India
3818,2023-03-22,Pro,Organic,India
3819,2024-06-07,Pro,Paid Ads,USA
3820,2023-07-28,Basic,Organic,India
3821,2023-06-09,Basic,Referral,India
3822,2024-07-03,Basic,Paid Ads,USA
3823,2023-12-01,Pro,Organic,UK
3824,2024-02-05,Basic,Paid Ads,India
3825,2024-08-23,Basic,Referral,India
3826,2024-10-11,Basic,Organic,Canada
3827,2024-10-27,Basic,Organic,UK
3828,2024-11-28,Basic,Referral,India
3829,2024-10-20,Pro,Organic,USA
3830,2023-03-09,Basic,Organic,Canada
3831,2023-11-14,Basic,Paid Ads,Canada
3832,2024-12-16,Pro,Referral,Canada
3833,2024-03-23,Pro,Paid Ads,India
3834,2023-09-02,Basic,Referral,USA
3835,2023-03-01,Basic,Paid Ads,Canada
3836,2023-09-08,Basic,Organic,UK
3837,2023-03-30,Premium,Paid Ads,Canada
3838,2024-03-20,Basic,Paid Ads,Canada
3839,2023-04-29,Premium,Organic,UK
3840,2024-04-09,Pro,Organic,Canada
3841,2024-09-18,Pro,Organic,Canada
3842,2024-09-15,Basic,Paid Ads,UK
3843,2023-02-26,Basic,Referral,India
3844,2023-11-13,Basic,Paid Ads,UK
3845,2024-11-13,Basic,Referral,India
3846,2024-11-04,Pro,Organic,India
3847,2023-06-29,Premium,Referral,India
3848,2023-05-03,Pro,Referral,UK
3849,2023-01-13,Pro,Organic,UK
3850,2024-12-25,Basic,Referral,India
3851,2023-05-21,Basic,Organic,UK
3852,2024-12-19,Basic,Referral,India
3853,2023-01-12,Pro,Referral,UK
3854,2023-06-17,Premium,Paid Ads,USA
3855,2024-05-23,Pro,Paid Ads,UK
3856,2023-12-22,Basic,Organic,UK
3857,2024-06-19,Basic,Paid Ads,UK
3858,2024-06-13,Pro,Organic,India
3859,2023-09-23,Basic,Paid Ads,India
3860,2023-06-20,Pro,Paid Ads,USA
3861,2024-01-16,Pro,Referral,USA
3862,2023-05-10,Pro,Organic,Canada
3863,2023-10-03,Basic,Referral,USA
3864,2023-05-01,Basic,Referral,India
3865,2023-01-31,Basic,Paid Ads,USA
3866,2023-12-10,Basic,Organic,USA
3867,2024-03-15,Basic,Organic,UK
3868,2023-10-06,Pro,Organic,USA
3869,2024-06-20,Pro,Paid Ads,Canada
3870,2023-03-07,Basic,Paid Ads,UK
3871,2023-09-27,Basic,Referral,India
3872,2024-12-30,Basic,Organic,Canada
3873,2024-08-13,Basic,Organic,India
3874,2024-10-04,Pro,Paid Ads,Canada
3875,2023-03-20,Basic,Referral,UK
3876,2024-05-23,Basic,Referral,Canada
3877,2024-04-11,Basic,Referral,Canada
3878,2024-06-07,Premium,Organic,USA
3879,2024-01-04,Pro,Paid Ads,India
3880,2023-02-26,Basic,Referral,UK
3881,2024-05-26,Pro,Paid Ads,Canada
3882,2024-08-03,Pro,Organic,India
3883,2023-06-20,Premium,Organic,India
3884,2024-01-12,Basic,Organic,USA
3885,2023-06-11,Premium,Paid Ads,India
3886,2023-09-19,Premium,Organic,UK
3887,2023-04-16,Premium,Organic,USA
3888,2024-08-10,Pro,Organic,Canada
3889,2024-11-21,Pro,Paid Ads,UK
3890,2023-04-29,Basic,Organic,UK
3891,2023-08-22,Pro,Paid Ads,UK
3892,2024-06-05,Pro,Organic,USA
3893,2023-01-03,Pro,Organic,India
3894,2023-02-15,Basic,Paid Ads,UK
3895,2023-01-13,Pro,Organic,India
3896,2023-09-08,Pro,Organic,India
3897,2023-02-17,Basic,Organic,UK
3898,2024-04-28,Pro,Referral,India
3899,2024-01-08,Pro,Paid Ads,USA
3900,2024-01-28,Pro,Organic,USA
3901,2023-06-03,Basic,Organic,Canada
3902,2023-07-03,Basic,Referral,India
3903,2023-02-06,Premium,Paid Ads,India
3904,2024-07-20,Basic,Organic,Canada
3905,2024-11-02,Pro,Paid Ads,USA
3906,2024-03-05,Basic,Paid Ads,Canada
3907,2023-08-18,Pro,Paid Ads,Canada
3908,2023-11-26,Basic,Paid Ads,Canada
3909,2023-09-12,Pro,Organic,India
3910,2024-03-02,Basic,Organic,India
3911,2023-11-24,Basic,Referral,India
3912,2023-10-05,Basic,Paid Ads,India
3913,2023-03-21,Basic,Organic,UK
3914,2024-08-08,Premium,Referral,Canada
3915,2024-01-17,Premium,Referral,Canada
3916,2023-05-03,Basic,Referral,India
3917,2024-05-29,Pro,Referral,USA
3918,2024-11-20,Basic,Referral,UK
3919,2023-02-23,Pro,Organic,UK
3920,2023-07-03,Pro,Referral,USA
3921,2023-08-17,Premium,Referral,India
3922,2024-06-12,Basic,Organic,UK
3923,2023-02-17,Pro,Organic,UK
3924,2024-02-15,Basic,Referral,Canada
3925,2023-03-12,Premium,Organic,Canada
3926,2024-04-21,Basic,Referral,India
3927,2023-10-17,Pro,Organic,India
3928,2023-11-15,Pro,Organic,Canada
3929,2023-12-02,Pro,Paid Ads,Canada
3930,2023-03-30,Basic,Organic,Canada
3931,2024-07-20,Premium,Paid Ads,USA
3932,2024-04-12,Basic,Paid Ads,UK
3933,2023-01-09,Pro,Organic,India
3934,2024-01-13,Basic,Organic,India
3935,2023-07-25,Basic,Organic,USA
3936,2023-10-26,Pro,Organic,Canada
3937,2024-07-31,Basic,Paid Ads,UK
3938,2023-11-08,Basic,Organic,Canada
3939,2024-09-29,Basic,Organic,India
3940,2023-09-06,Basic,Paid Ads,USA
3941,2024-04-20,Pro,Organic,UK
3942,2024-01-13,Premium,Organic,UK
3943,2024-08-28,Basic,Organic,UK
3944,2024-05-20,Basic,Referral,UK
3945,2023-07-20,Basic,Referral,USA
3946,2024-07-13,Basic,Referral,India
3947,2023-09-09,Pro,Organic,UK
3948,2023-06-04,Pro,Organic,UK
3949,2023-01-07,Basic,Paid Ads,India
3950,2024-02-24,Basic,Paid Ads,Canada
3951,2023-01-25,Basic,Referral,UK
3952,2023-08-27,Pro,Organic,UK
3953,2024-07-08,Premium,Organic,Canada
3954,2023-12-21,Basic,Paid Ads,India
3955,2024-10-13,Basic,Referral,India
3956,2024-12-11,Premium,Referral,UK
3957,2023-01-10,Premium,Paid Ads,India
3958,2023-12-10,Basic,Referral,Canada
3959,2023-01-02,Basic,Paid Ads,USA
3960,2024-11-04,Basic,Referral,Canada
3961,2024-01-21,Pro,Referral,Canada
3962,2023-11-11,Basic,Referral,USA
3963,2023-04-17,Basic,Organic,Canada
3964,2023-07-30,Pro,Organic,UK
3965,2024-06-26,Basic,Paid Ads,UK
3966,2023-09-01,Pro,Paid Ads,India
3967,2024-03-05,Basic,Referral,India
3968,2024-05-18,Basic,Organic,Canada
3969,2023-03-03,Pro,Organic,UK
3970,2023-05-26,Basic,Paid Ads,UK
3971,2024-12-29,Premium,Organic,USA
3972,2023-10-14,Pro,Organic,India
3973,2023-04-06,Basic,Organic,UK
3974,2023-02-14,Pro,Paid Ads,Canada
3975,2023-08-26,Basic,Organic,UK
3976,2024-06-16,Premium,Referral,India
3977,2024-02-27,Basic,Organic,Canada
3978,2024-12-18,Pro,Referral,India
3979,2024-01-17,Basic,Paid Ads,UK
3980,2024-04-14,Basic,Organic,UK
3981,2023-03-28,Pro,Organic,UK
3982,2024-08-17,Pro,Organic,India
3983,2023-04-08,Basic,Paid Ads,Canada
3984,2024-06-01,Basic,Organic,UK
3985,2023-05-17,Pro,Organic,UK
3986,2024-10-14,Premium,Paid Ads,UK
3987,2024-02-08,Basic,Organic,USA
3988,2023-03-18,Basic,Organic,USA
3989,2024-08-29,Basic,Paid Ads,Canada
3990,2024-08-04,Premium,Referral,India
3991,2023-03-05,Basic,Organic,UK
3992,2024-03-21,Basic,Organic,UK
3993,2024-11-09,Pro,Referral,India
3994,2023-05-14,Basic,Organic,India
3995,2023-08-31,Basic,Referral,Canada
3996,2023-10-26,Basic,Organic,India
3997,2023-09-25,Basic,Referral,UK
3998,2023-11-19,Basic,Organic,Canada
3999,2024-02-07,Pro,Referral,USA
4000,2024-12-18,Basic,Organic,Canada
4001,2023-12-01,Pro,Paid Ads,Canada
4002,2023-11-22,Pro,Organic,Canada
4003,2024-04-08,Pro,Organic,India
4004,2023-10-06,Basic,Paid Ads,UK
4005,2023-08-28,Basic,Paid Ads,India
4006,2023-03-18,Basic,Referral,UK
4007,2023-07-27,Basic,Organic,India
4008,2023-05-20,Basic,Referral,Canada
4009,2024-08-21,Pro,Organic,UK
4010,2023-04-22,Basic,Referral,India
4011,2023-06-09,Basic,Referral,Canada
4012,2023-04-19,Basic,Organic,USA
4013,2023-06-18,Pro,Referral,India
4014,2024-04-05,Basic,Referral,India
4015,2024-04-22,Pro,Organic,USA
4016,2023-11-18,Basic,Paid Ads,India
4017,2024-02-21,Premium,Organic,USA
4018,2023-05-04,Premium,Referral,UK
4019,2024-07-02,Basic,Organic,USA
4020,2024-01-02,Basic,Organic,Canada
4021,2023-08-01,Basic,Organic,USA
4022,2024-04-07,Basic,Paid Ads,UK
4023,2023-11-12,Pro,Referral,USA
4024,2024-04-19,Pro,Referral,USA
4025,2023-09-29,Pro,Organic,UK
4026,2023-05-03,Pro,Organic,India
4027,2023-04-03,Basic,Paid Ads,India
4028,2023-06-11,Basic,Paid Ads,Canada
4029,2024-12-03,Pro,Organic,Canada
4030,2023-11-08,Basic,Organic,USA
4031,2024-12-22,Pro,Paid Ads,India
4032,2024-12-14,Basic,Organic,India
4033,2024-09-09,Basic,Paid Ads,USA
4034,2023-02-11,Premium,Paid Ads,UK
4035,2023-08-09,Basic,Referral,India
4036,2023-12-02,Premium,Paid Ads,Canada
4037,2023-06-01,Premium,Organic,USA
4038,2023-04-04,Pro,Referral,UK
4039,2024-12-29,Pro,Paid Ads,Canada
4040,2023-09-12,Pro,Organic,India
4041,2023-12-31,Premium,Paid Ads,UK
4042,2024-02-10,Basic,Organic,Canada
4043,2024-06-09,Basic,Referral,USA
4044,2023-02-20,Pro,Paid Ads,UK
4045,2024-11-24,Basic,Paid Ads,UK
4046,2023-11-03,Basic,Organic,USA
4047,2023-09-24,Basic,Organic,India
4048,2023-06-28,Pro,Referral,India
4049,2023-02-01,Premium,Referral,UK
4050,2024-02-19,Basic,Organic,UK
4051,2024-04-08,Premium,Organic,UK
4052,2024-07-23,Pro,Organic,Canada
4053,2024-07-17,Pro,Paid Ads,UK
4054,2023-09-13,Pro,Paid Ads,India
4055,2023-04-07,Pro,Paid Ads,USA
4056,2024-04-18,Basic,Paid Ads,USA
4057,2023-04-15,Pro,Referral,USA
4058,2023-05-24,Basic,Organic,UK
4059,2023-05-05,Premium,Organic,UK
4060,2023-01-13,Premium,Paid Ads,USA
4061,2023-03-05,Basic,Referral,Canada
4062,2023-08-16,Basic,Paid Ads,Canada
4063,2023-05-14,Pro,Paid Ads,Canada
4064,2023-07-22,Basic,Paid Ads,Canada
4065,2024-02-15,Premium,Referral,India
4066,2024-01-17,Basic,Organic,USA
4067,2024-12-03,Basic,Organic,India
4068,2024-10-07,Premium,Referral,UK
4069,2024-10-22,Pro,Referral,Canada
4070,2023-03-28,Pro,Organic,Canada
4071,2024-08-19,Basic,Paid Ads,USA
4072,2024-08-23,Pro,Organic,Canada
4073,2023-09-23,Pro,Organic,USA
4074,2023-03-18,Pro,Referral,UK
4075,2023-01-23,Pro,Organic,Canada
4076,2023-03-08,Pro,Referral,Canada
4077,2023-07-22,Basic,Organic,India
4078,2024-10-23,Basic,Paid Ads,USA
4079,2024-03-30,Pro,Organic,USA
4080,2023-05-12,Basic,Paid Ads,Canada
4081,2023-04-05,Pro,Paid Ads,India
4082,2023-12-06,Basic,Paid Ads,Canada
4083,2023-05-06,Pro,Organic,USA
4084,2023-02-13,Pro,Organic,USA
4085,2024-04-17,Basic,Organic,Canada
4086,2023-02-21,Basic,Organic,UK
4087,2023-06-22,Basic,Paid Ads,Canada
4088,2024-08-10,Pro,Paid Ads,India
4089,2024-03-19,Pro,Paid Ads,USA
4090,2024-02-09,Basic,Paid Ads,USA
4091,2024-05-23,Pro,Organic,Canada
4092,2023-01-31,Basic,Organic,UK
4093,2024-01-27,Basic,Organic,USA
4094,2024-11-30,Premium,Referral,Canada
4095,2024-03-12,Basic,Paid Ads,UK
4096,2023-06-26,Basic,Organic,Canada
4097,2023-12-29,Basic,Organic,Canada
4098,2023-08-08,Basic,Referral,Canada
4099,2023-07-11,Basic,Paid Ads,USA
4100,2023-10-09,Basic,Paid Ads,UK
4101,2023-10-14,Pro,Organic,India
4102,2024-04-01,Basic,Organic,India
4103,2023-06-02,Pro,Referral,USA
4104,2023-02-05,Basic,Paid Ads,USA
4105,2024-09-20,Basic,Organic,Canada
4106,2024-09-26,Pro,Referral,Canada
4107,2024-09-23,Premium,Paid Ads,UK
4108,2023-09-09,Basic,Organic,Canada
4109,2024-10-24,Premium,Organic,UK
4110,2023-10-30,Pro,Organic,Canada
4111,2024-05-25,Pro,Organic,Canada
4112,2024-02-26,Pro,Paid Ads,India
4113,2024-07-17,Basic,Organic,USA
4114,2024-05-05,Basic,Referral,UK
4115,2023-03-04,Pro,Referral,India
4116,2023-03-31,Basic,Organic,Canada
4117,2023-10-14,Premium,Paid Ads,India
4118,2024-01-28,Basic,Referral,UK
4119,2023-05-21,Basic,Paid Ads,USA
4120,2024-03-05,Pro,Paid Ads,India
4121,2023-07-24,Basic,Organic,UK
4122,2024-10-20,Pro,Paid Ads,Canada
4123,2024-06-22,Pro,Paid Ads,India
4124,2023-09-13,Premium,Referral,USA
4125,2024-10-07,Pro,Organic,UK
4126,2024-07-10,Pro,Referral,USA
4127,2023-01-20,Pro,Organic,Canada
4128,2024-01-27,Premium,Referral,USA
4129,2024-12-31,Basic,Paid Ads,Canada
4130,2024-01-03,Basic,Paid Ads,Canada
4131,2024-05-06,Basic,Paid Ads,India
4132,2024-07-11,Basic,Organic,Canada
4133,2024-05-11,Pro,Organic,USA
4134,2023-12-19,Pro,Organic,India
4135,2024-08-02,Pro,Organic,Canada
4136,2024-05-29,Basic,Organic,UK
4137,2023-11-26,Pro,Paid Ads,UK
4138,2024-02-02,Basic,Paid Ads,Canada
4139,2023-10-04,Pro,Organic,India
4140,2023-07-04,Pro,Referral,India
4141,2023-01-27,Basic,Paid Ads,India
4142,2023-11-23,Basic,Referral,USA
4143,2024-09-03,Basic,Paid Ads,UK
4144,2023-08-13,Pro,Organic,Canada
4145,2023-01-31,Premium,Paid Ads,Canada
4146,2023-10-15,Pro,Paid Ads,UK
4147,2023-03-01,Basic,Organic,USA
4148,2024-04-28,Basic,Organic,India
4149,2024-06-26,Pro,Organic,UK
4150,2024-01-02,Pro,Organic,Canada
4151,2024-08-21,Basic,Organic,USA
4152,2023-08-27,Basic,Paid Ads,Canada
4153,2023-06-13,Pro,Organic,India
4154,2023-04-13,Basic,Paid Ads,UK
4155,2023-09-11,Basic,Paid Ads,India
4156,2024-11-03,Basic,Organic,USA
4157,2023-09-04,Pro,Organic,UK
4158,2023-09-30,Premium,Organic,India
4159,2024-06-30,Premium,Organic,India
4160,2023-02-27,Pro,Organic,India
4161,2023-08-13,Pro,Organic,USA
4162,2024-08-12,Basic,Paid Ads,India
4163,2024-02-02,Pro,Paid Ads,Canada
4164,2023-12-30,Basic,Organic,UK
4165,2023-06-27,Pro,Organic,UK
4166,2023-06-30,Basic,Paid Ads,India
4167,2023-08-31,Basic,Referral,USA
4168,2024-08-29,Basic,Paid Ads,Canada
4169,2023-11-22,Basic,Paid Ads,Canada
4170,2024-12-15,Basic,Organic,UK
4171,2024-01-03,Basic,Organic,UK
4172,2024-08-28,Premium,Referral,Canada
4173,2023-01-29,Basic,Organic,UK
4174,2024-12-21,Pro,Referral,India
4175,2024-12-18,Premium,Paid Ads,Canada
4176,2023-12-27,Premium,Paid Ads,UK
4177,2024-08-04,Pro,Organic,India
4178,2024-07-31,Pro,Paid Ads,India
4179,2023-05-26,Basic,Paid Ads,Canada
4180,2024-07-30,Basic,Organic,India
4181,2023-07-12,Basic,Organic,Canada
4182,2024-05-19,Pro,Referral,India
4183,2024-07-09,Pro,Paid Ads,Canada
4184,2023-11-13,Basic,Organic,Canada
4185,2023-06-29,Basic,Organic,Canada
4186,2024-05-17,Pro,Paid Ads,Canada
4187,2023-02-08,Basic,Paid Ads,India
4188,2023-04-03,Pro,Paid Ads,Canada
4189,2023-02-27,Pro,Paid Ads,UK
4190,2023-08-27,Pro,Organic,India
4191,2024-09-08,Pro,Paid Ads,Canada
4192,2023-08-13,Premium,Organic,India
4193,2023-01-21,Basic,Referral,India
4194,2024-06-23,Pro,Paid Ads,India
4195,2024-05-04,Pro,Organic,India
4196,2023-01-01,Basic,Organic,Canada
4197,2023-12-06,Basic,Referral,India
4198,2024-09-20,Basic,Organic,UK
4199,2023-07-26,Basic,Organic,India
4200,2023-05-14,Pro,Paid Ads,India
4201,2023-12-15,Pro,Organic,UK
4202,2023-07-01,Basic,Paid Ads,Canada
4203,2023-11-28,Basic,Organic,UK
4204,2023-03-02,Premium,Paid Ads,USA
4205,2023-01-23,Basic,Organic,UK
4206,2023-06-01,Basic,Organic,Canada
4207,2024-08-23,Pro,Referral,UK
4208,2024-12-22,Pro,Paid Ads,India
4209,2023-05-26,Basic,Organic,Canada
4210,2023-04-24,Basic,Organic,USA
4211,2024-06-22,Basic,Paid Ads,Canada
4212,2024-01-09,Pro,Paid Ads,India
4213,2023-03-16,Pro,Referral,USA
4214,2024-01-18,Basic,Referral,Canada
4215,2024-12-22,Pro,Paid Ads,Canada
4216,2024-11-09,Pro,Organic,India
4217,2024-02-10,Basic,Paid Ads,UK
4218,2024-08-23,Basic,Paid Ads,UK
4219,2023-04-14,Pro,Organic,USA
4220,2023-12-11,Basic,Organic,India
4221,2023-11-06,Basic,Organic,India
4222,2023-11-27,Pro,Organic,UK
4223,2023-05-20,Premium,Organic,UK
4224,2023-06-11,Pro,Paid Ads,USA
4225,2024-03-23,Pro,Paid Ads,UK
4226,2024-10-16,Pro,Paid Ads,USA
4227,2024-05-13,Basic,Organic,Canada
4228,2024-10-26,Pro,Organic,USA
4229,2023-11-21,Basic,Paid Ads,USA
4230,2023-06-28,Basic,Organic,USA
4231,2024-12-25,Pro,Paid Ads,Canada
4232,2024-07-29,Pro,Referral,UK
4233,2024-12-11,Basic,Organic,USA
4234,2024-09-20,Premium,Organic,UK
4235,2024-01-01,Basic,Paid Ads,USA
4236,2023-08-17,Basic,Referral,UK
4237,2024-11-12,Basic,Paid Ads,USA
4238,2024-08-26,Pro,Referral,UK
4239,2023-06-29,Pro,Organic,India
4240,2024-01-23,Basic,Referral,Canada
4241,2023-11-11,Pro,Organic,USA
4242,2024-12-06,Basic,Organic,Canada
4243,2023-10-29,Pro,Referral,USA
4244,2023-05-11,Basic,Referral,India
4245,2023-07-01,Basic,Organic,India
4246,2023-01-02,Premium,Organic,Canada
4247,2024-12-19,Basic,Organic,USA
4248,2024-08-09,Basic,Organic,UK
4249,2024-02-05,Pro,Organic,USA
4250,2024-08-04,Premium,Referral,UK
4251,2023-02-03,Basic,Paid Ads,Canada
4252,2023-07-06,Basic,Paid Ads,Canada
4253,2024-09-08,Basic,Paid Ads,India
4254,2023-11-22,Pro,Paid Ads,UK
4255,2024-09-18,Basic,Paid Ads,USA
4256,2023-08-15,Pro,Paid Ads,India
4257,2024-10-16,Premium,Organic,Canada
4258,2024-08-02,Basic,Paid Ads,India
4259,2023-04-17,Basic,Paid Ads,USA
4260,2024-05-23,Basic,Referral,USA
4261,2023-05-25,Basic,Referral,Canada
4262,2023-12-06,Premium,Organic,India
4263,2023-03-21,Basic,Paid Ads,UK
4264,2023-09-01,Basic,Organic,UK
4265,2023-12-22,Pro,Paid Ads,UK
4266,2023-11-24,Basic,Organic,USA
4267,2023-06-21,Pro,Organic,India
4268,2024-10-13,Basic,Organic,UK
4269,2023-04-01,Pro,Paid Ads,India
4270,2024-12-26,Premium,Organic,Canada
4271,2024-11-17,Pro,Referral,UK
4272,2024-10-16,Premium,Organic,India
4273,2023-12-10,Basic,Referral,USA
4274,2024-04-02,Basic,Paid Ads,Canada
4275,2023-01-12,Pro,Organic,Canada
4276,2023-09-29,Pro,Organic,Canada
4277,2023-08-03,Basic,Paid Ads,Canada
4278,2023-09-13,Basic,Paid Ads,USA
4279,2024-12-10,Basic,Paid Ads,USA
4280,2023-03-11,Basic,Organic,UK
4281,2023-12-25,Basic,Paid Ads,USA
4282,2023-09-20,Pro,Referral,USA
4283,2023-04-21,Basic,Organic,Canada
4284,2023-01-02,Basic,Organic,USA
4285,2023-02-19,Pro,Organic,Canada
4286,2024-01-31,Pro,Paid Ads,India
4287,2024-03-24,Premium,Paid Ads,India
4288,2024-03-05,Pro,Organic,India
4289,2023-06-20,Basic,Organic,India
4290,2024-02-28,Pro,Organic,India
4291,2024-05-19,Pro,Organic,India
4292,2024-01-23,Basic,Organic,India
4293,2023-12-26,Pro,Referral,Canada
4294,2024-07-13,Premium,Paid Ads,Canada
4295,2024-01-20,Basic,Organic,Canada
4296,2023-04-14,Basic,Referral,Canada
4297,2024-05-05,Basic,Paid Ads,USA
4298,2024-08-14,Basic,Paid Ads,USA
4299,2024-10-28,Basic,Organic,UK
4300,2024-12-04,Pro,Organic,USA
4301,2023-08-19,Basic,Referral,Canada
4302,2023-06-16,Premium,Paid Ads,Canada
4303,2024-04-07,Pro,Organic,India
4304,2023-03-17,Pro,Paid Ads,India
4305,2023-02-04,Pro,Referral,UK
4306,2023-10-29,Basic,Organic,USA
4307,2023-01-21,Basic,Paid Ads,Canada
4308,2023-11-23,Pro,Referral,USA
4309,2023-09-25,Pro,Organic,UK
4310,2023-04-18,Pro,Paid Ads,India
4311,2023-03-17,Basic,Paid Ads,Canada
4312,2023-12-17,Premium,Paid Ads,India
4313,2023-06-24,Basic,Organic,Canada
4314,2024-01-20,Premium,Organic,India
4315,2023-06-14,Premium,Paid Ads,India
4316,2023-03-18,Basic,Organic,UK
4317,2024-07-14,Pro,Organic,USA
4318,2023-04-06,Basic,Organic,India
4319,2023-12-13,Basic,Organic,Canada
4320,2024-08-31,Pro,Referral,USA
4321,2024-09-20,Pro,Organic,USA
4322,2024-05-09,Premium,Referral,India
4323,2024-12-22,Pro,Organic,India
4324,2023-02-01,Basic,Paid Ads,India
4325,2024-03-17,Pro,Organic,USA
4326,2024-10-31,Premium,Paid Ads,UK
4327,2023-06-18,Basic,Paid Ads,India
4328,2024-09-13,Premium,Organic,USA
4329,2024-03-20,Basic,Referral,USA
4330,2023-06-10,Pro,Organic,Canada
4331,2023-02-24,Basic,Paid Ads,India
4332,2023-04-14,Basic,Referral,UK
4333,2023-12-06,Basic,Referral,Canada
4334,2023-07-30,Pro,Referral,India
4335,2023-07-14,Basic,Organic,Canada
4336,2024-02-24,Basic,Organic,India
4337,2024-12-14,Pro,Organic,Canada
4338,2024-07-21,Premium,Paid Ads,UK
4339,2024-07-07,Basic,Paid Ads,Canada
4340,2023-09-29,Basic,Organic,Canada
4341,2024-11-07,Basic,Paid Ads,Canada
4342,2023-10-16,Basic,Organic,India
4343,2023-11-01,Pro,Organic,India
4344,2023-09-01,Pro,Paid Ads,UK
4345,2023-04-09,Pro,Paid Ads,Canada
4346,2023-02-20,Basic,Referral,USA
4347,2024-02-07,Pro,Organic,Canada
4348,2024-08-08,Pro,Paid Ads,USA
4349,2024-07-16,Pro,Organic,USA
