user_id,avg_weekly_logins,feature_usage_score,support_tickets_last_30d,last_active_date
4037,5,76,1,2023-07-17
4038,8,38,0,2024-03-08
4039,4,90,1,2025-12-08
4040,2,42,0,2025-03-09
4041,3,47,1,2024-06-05
4042,4,61,0,2025-08-04
4043,1,78,1,2025-10-18
4044,2,73,0,2024-05-18
4045,5,59,1,2026-02-17
4046,4,65,2,2024-11-27
4047,5,81,1,2024-10-18
4048,3,60,1,2025-02-02
4049,3,43,2,2024-05-12
4050,3,47,0,2025-09-06
4051,5,78,2,2025-04-16
4052,5,43,1,2024-12-16
4053,6,28,1,2025-02-12
4054,4,53,0,2025-01-24
4055,3,58,1,2024-07-18
4056,6,77,0,2025-06-04
4057,1,30,2,2023-11-12
4058,3,66,1,2025-01-09
4059,1,83,0,2023-11-17
4060,2,43,1,2024-08-20
4061,3,61,2,2024-06-23
4062,1,16,1,2024-10-09
4063,5,77,0,2024-03-30
4064,2,75,1,2024-11-10
4065,3,59,1,2024-12-31
4066,1,33,1,2024-05-27
4067,3,73,1,2025-04-01
4068,2,55,0,2025-02-20
4069,2,4,2,2025-02-20
4070,4,75,2,2023-05-13
4071,2,83,0,2025-11-13
4072,5,86,1,2025-01-06
4073,2,34,0,2025-03-14
4074,3,21,3,2024-10-25
4075,2,51,1,2023-06-04
4076,2,70,0,2024-07-04
4077,2,41,1,2025-01-17
4078,2,28,0,2024-12-25
4079,6,74,1,2025-02-19
4080,2,53,2,2024-08-14
4081,4,72,0,2023-12-07
4082,2,60,2,2024-08-20
4083,0,56,0,2024-09-12
4084,6,58,3,2024-09-29
4085,2,52,2,2025-06-11
4086,2,50,0,2023-07-18
4087,1,37,2,2024-02-07
4088,3,69,1,2026-01-02
4089,5,84,2,2024-08-23
4090,3,49,1,2025-03-04
4091,1,97,1,2025-10-10
4092,0,67,2,2024-04-27
4093,1,65,0,2025-04-06
4094,3,73,1,2025-01-06
4095,3,79,0,2025-04-29
4096,3,50,1,2024-03-11
4097,1,71,1,2025-06-30
4098,4,80,0,2024-06-23
4099,1,52,2,2024-05-10
4100,2,60,0,2024-08-04
4101,7,44,0,2024-09-22
4102,0,50,0,2025-06-29
4103,1,53,1,2024-03-05
4104,1,41,2,2023-03-11
4105,3,58,1,2025-12-18
4106,3,66,1,2024-11-28
4107,2,68,0,2024-11-07
4108,4,43,0,2023-11-04
4109,3,47,1,2025-04-29
4110,1,77,0,2024-12-16
4111,2,47,1,2025-12-07
4112,3,76,1,2025-02-15
4113,3,45,3,2025-07-25
4114,4,67,1,2024-11-25
4115,5,75,1,2024-06-16
4116,3,7,1,2024-01-02
4117,4,77,0,2025-06-04
4118,2,86,1,2025-04-02
4119,5,53,0,2024-01-03
4120,1,66,0,2025-05-11
4121,4,43,0,2023-10-14
4122,2,67,0,2026-02-01
4123,4,100,3,2024-11-30
4124,2,16,0,2024-11-15
4125,4,49,2,2025-05-02
4126,2,75,1,2025-09-25
4127,2,85,3,2024-01-10
4128,5,32,0,2025-08-08
4129,1,47,2,2025-07-11
4130,3,48,1,2025-04-24
4131,5,46,2,2025-01-27
4132,2,57,1,2024-11-19
4133,4,31,1,2024-10-17
4134,2,54,0,2025-06-17
4135,2,41,0,2024-12-31
4136,1,58,2,2025-08-03
4137,6,45,1,2024-09-17
4138,2,56,1,2025-09-20
4139,3,39,1,2024-04-13
4140,4,79,5,2024-06-28
4141,3,53,2,2023-09-22
4142,3,60,3,2024-03-27
4143,3,57,0,2025-01-06
4144,4,60,1,2023-10-08
4145,4,60,0,2024-05-22
4146,3,76,0,2023-11-25
4147,6,54,2,2023-09-03
4148,3,45,1,2024-06-25
4149,2,60,0,2026-02-02
4150,2,47,0,2024-04-21
4151,2,58,2,2025-10-16
4152,5,38,1,2023-10-21
4153,5,80,1,2023-11-23
4154,1,44,1,2024-08-19
4155,1,83,0,2024-10-11
4156,1,58,0,2025-06-12
4157,5,77,0,2024-06-05
4158,3,44,1,2024-06-13
4159,4,20,1,2025-05-30
4160,1,27,0,2023-10-13
4161,3,100,2,2025-03-13
4162,4,48,1,2025-05-20
4163,0,81,0,2025-03-25
4164,4,34,1,2024-10-21
4165,3,63,0,2023-09-17
4166,4,66,1,2024-05-06
4167,3,100,1,2023-12-23
4168,1,53,1,2025-02-22
4169,2,45,1,2024-01-14
4170,3,67,0,2025-04-29
4171,1,41,2,2024-05-25
4172,2,68,0,2026-01-10
4173,4,58,0,2023-07-03
4174,5,44,1,2025-05-09
4175,3,69,0,2025-06-11
4176,1,62,0,2024-11-10
4177,5,75,0,2025-05-29
4178,4,93,0,2025-03-02
4179,5,49,4,2023-09-28
4180,3,51,1,2024-11-16
4181,4,33,0,2024-12-29
4182,3,70,0,2025-06-23
4183,2,47,1,2025-03-08
4184,1,66,1,2025-01-16
4185,2,83,3,2023-11-09
4186,2,46,2,2025-10-31
4187,2,50,1,2023-04-01
4188,5,80,0,2024-06-29
4189,4,74,0,2023-06-12
4190,3,72,1,2025-02-05
4191,3,52,1,2024-12-25
4192,2,31,1,2024-04-14
4193,2,45,1,2024-04-24
4194,3,39,1,2025-08-11
4195,0,71,0,2025-04-20
4196,2,65,0,2024-05-06
4197,3,48,0,2024-06-17
4198,4,51,0,2025-04-22
4199,4,69,0,2024-06-25
4200,1,53,0,2023-06-23
4201,1,48,1,2024-07-14
4202,3,99,2,2023-09-01
4203,2,49,1,2024-04-26
4204,3,73,0,2024-03-17
4205,7,67,0,2024-02-12
4206,3,29,2,2024-11-07
4207,0,46,2,2026-04-04
4208,2,76,4,2025-01-26
4209,6,57,0,2023-12-04
4210,4,30,0,2024-11-08
4211,1,67,1,2025-04-08
4212,1,48,1,2024-06-11
4213,1,68,2,2023-10-29
4214,2,100,0,2024-03-18
4215,5,67,0,2026-07-23
4216,2,72,0,2025-01-01
4217,2,54,2,2025-08-23
4218,4,37,0,2026-02-28
4219,3,80,0,2023-10-17
4220,1,47,0,2024-08-18
4221,2,55,0,2024-12-13
4222,5,95,0,2024-04-22
4223,5,53,0,2024-01-27
4224,5,84,1,2023-08-10
4225,2,67,1,2025-03-23
4226,2,48,1,2025-04-05
4227,5,66,1,2025-01-23
4228,4,45,0,2025-02-18
4229,5,78,2,2024-04-28
4230,3,84,1,2024-04-27
4231,2,60,0,2025-10-31
4232,1,86,0,2026-01-03
4233,2,63,1,2025-08-02
4234,5,78,0,2025-01-22
4235,2,100,0,2025-01-21
4236,1,100,0,2025-04-02
4237,4,56,0,2025-10-09
4238,6,65,2,2026-01-16
4239,6,38,2,2024-12-17
4240,4,75,0,2025-05-13
4241,4,67,2,2025-05-18
4242,3,44,2,2026-02-18
4243,2,83,2,2024-06-12
4244,1,54,1,2024-02-21
4245,2,49,4,2024-01-24
4246,2,67,1,2023-08-22
4247,2,50,2,2025-11-01
4248,5,59,1,2025-10-15
4249,2,94,0,2024-06-19
4250,4,47,3,2025-07-19
4251,5,73,2,2023-08-21
4252,1,48,0,2024-03-02
4253,2,40,1,2026-02-19
4254,5,58,1,2025-03-09
4255,1,100,3,2026-01-17
4256,6,75,2,2024-11-20
4257,1,69,1,2025-08-20
4258,2,49,2,2025-07-24
4259,8,52,4,2023-09-04
4260,6,30,1,2025-07-19
4261,1,95,0,2024-09-05
4262,1,65,1,2024-07-27
4263,5,63,1,2024-04-15
4264,4,64,0,2024-10-17
4265,4,100,2,2024-03-26
4266,1,65,0,2025-03-28
4267,1,56,2,2024-01-08
4268,4,95,1,2024-12-16
4269,4,57,1,2024-10-05
4270,0,26,0,2025-10-11
4271,2,29,0,2026-02-09
4272,0,56,4,2025-09-11
4273,3,65,0,2025-07-05
4274,2,76,2,2025-04-27
4275,2,41,1,2024-03-24
4276,2,55,2,2023-11-28
4277,5,43,2,2023-12-28
4278,6,82,0,2024-04-14
4279,2,85,0,2025-12-05
4280,5,99,0,2024-06-22
4281,5,67,1,2024-08-01
4282,6,97,3,2024-10-20
4283,3,46,2,2024-01-27
4284,1,64,0,2023-04-16
4285,3,38,0,2023-10-27
4286,0,71,2,2025-03-16
4287,4,65,2,2025-05-08
4288,3,10,0,2024-08-30
4289,5,82,2,2024-06-05
4290,1,77,0,2024-08-01
4291,1,48,0,2024-06-27
4292,3,65,0,2025-01-13
4293,2,30,1,2024-02-05
4294,2,44,4,2025-07-14
4295,1,93,1,2024-09-24
4296,4,36,1,2024-09-01
4297,2,60,2,2025-04-29
4298,5,32,0,2025-05-09
4299,5,66,1,2025-02-02
4300,2,71,0,2026-02-01
4301,3,74,1,2024-07-04
4302,4,69,0,2024-02-18
4303,4,88,2,2025-10-28
4304,3,48,2,2023-11-24
4305,4,38,0,2023-06-19
4306,4,48,1,2024-09-07
4307,9,33,1,2023-05-07
4308,5,61,2,2025-02-26
4309,2,57,1,2025-01-12
4310,2,69,0,2024-04-07
4311,1,27,2,2024-03-08
4312,3,59,2,2024-08-05
4313,2,84,1,2024-02-10
4314,5,71,2,2024-04-09
4315,5,22,1,2024-11-30
4316,1,59,2,2024-09-08
4317,4,45,1,2024-09-29
4318,2,60,1,2024-02-11
4319,4,52,1,2025-03-18
4320,2,94,1,2025-01-30
4321,6,61,0,2025-02-24
4322,2,66,0,2025-09-14
4323,4,59,0,2025-07-15
4324,5,69,0,2024-01-31
4325,5,55,1,2025-05-13
4326,1,75,0,2025-07-30
4327,2,52,1,2023-08-08
4328,0,87,1,2025-07-31
4329,8,69,1,2024-05-07
4330,6,56,0,2023-07-14
4331,1,76,2,2024-07-10
4332,4,69,0,2024-02-29
4333,1,76,1,2024-05-18
4334,2,61,0,2024-10-14
4335,5,55,1,2023-09-19
4336,3,62,2,2025-09-22
4337,1,49,1,2026-07-07
4338,4,79,0,2024-09-29
4339,3,89,1,2025-07-17
4340,2,71,1,2023-11-14
4341,3,88,0,2025-02-16
4342,3,82,1,2025-03-10
4343,1,54,2,2024-03-07
4344,1,76,3,2024-11-29
4345,4,34,0,2024-03-12
4346,5,63,1,2023-12-28
4347,6,36,0,2025-01-26
4348,1,57,0,2025-08-27
4349,3,31,2,2025-09-28
4350,3,81,0,2024-09-05
4351,1,52,1,2025-01-26
4352,4,78,2,2024-02-10
4353,1,58,0,2025-06-23
4354,3,23,0,2023-03-23
4355,3,50,0,2025-05-19
4356,7,49,3,2024-02-29
4357,5,59,3,2025-03-07
4358,2,90,0,2026-04-27
4359,7,93,0,2025-03-05
4360,5,55,0,2025-10-23
4361,5,34,1,2024-09-18
4362,1,45,2,2023-09-21
4363,5,69,0,2023-12-25
4364,3,57,0,2023-04-15
4365,4,28,1,2023-09-09
4366,2,49,1,2023-12-13
4367,1,86,0,2025-03-01
4368,6,65,0,2024-10-20
4369,2,60,0,2024-07-13
4370,3,52,2,2025-01-15
4371,3,50,2,2023-11-19
4372,1,70,1,2024-03-11
4373,1,62,2,2024-09-24
4374,3,75,1,2025-06-08
4375,2,70,1,2025-12-16
4376,3,60,2,2024-12-12
4377,2,67,0,2023-12-21
4378,5,48,3,2024-01-24
4379,3,59,3,2025-01-01
4380,2,86,1,2024-12-01
4381,2,60,0,2024-04-20
4382,6,55,1,2024-06-14
4383,5,64,0,2024-04-30
4384,4,36,1,2024-11-21
4385,5,64,0,2025-01-15
4386,4,93,1,2024-09-01
4387,5,43,0,2025-02-01
4388,3,65,1,2023-09-07
4389,2,59,0,2024-03-16
4390,1,59,1,2025-08-09
4391,3,58,1,2024-09-20
4392,4,74,0,2024-03-04
4393,3,38,0,2024-08-10
4394,4,73,2,2024-04-01
4395,3,61,1,2025-10-27
4396,2,24,1,2024-07-04
4397,3,67,2,2023-11-06
4398,3,62,0,2026-07-01
4399,2,42,2,2026-06-07
4400,4,63,1,2024-01-11
4401,3,33,3,2024-08-29
4402,1,46,1,2026-04-30
4403,0,60,1,2024-10-31
4404,3,26,1,2025-07-02
4405,4,36,1,2025-08-05
4406,4,39,2,2025-05-14
4407,1,61,2,2023-12-23
4408,4,68,0,2025-05-16
4409,1,42,2,2024-01-31
4410,7,41,3,2024-05-25
4411,0,62,0,2025-07-15
4412,3,62,2,2024-12-07
4413,6,45,1,2025-02-27
4414,4,96,0,2025-03-23
4415,7,63,3,2024-08-15
4416,4,56,2,2026-01-27
4417,3,52,1,2023-11-29
4418,0,80,0,2025-01-04
4419,3,70,2,2023-12-16
4420,1,25,2,2023-11-28
4421,5,46,0,2025-07-02
4422,2,51,1,2024-04-04
4423,3,59,1,2025-01-06
4424,5,72,0,2026-01-18
4425,4,38,3,2024-10-28
4426,2,58,0,2025-08-21
4427,2,93,1,2025-07-25
4428,2,60,1,2026-04-20
4429,2,46,1,2024-12-07
4430,2,33,1,2024-04-18
4431,3,50,2,2025-03-19
4432,2,38,1,2024-11-02
4433,2,52,1,2023-12-25
4434,4,70,1,2025-02-01
4435,2,60,4,2023-12-02
4436,2,50,0,2023-10-20
4437,0,24,0,2023-10-25
4438,2,76,0,2025-04-15
4439,7,52,1,2024-05-19
4440,2,62,1,2026-04-07
4441,1,41,0,2025-09-27
4442,3,51,0,2024-03-19
4443,2,48,1,2025-12-17
4444,6,33,1,2024-01-09
4445,1,41,2,2024-12-10
4446,2,59,1,2024-08-01
4447,3,65,1,2025-03-01
4448,3,46,2,2023-09-24
4449,2,35,0,2024-03-09
4450,3,52,0,2024-06-15
4451,4,75,0,2025-01-19
4452,3,41,2,2025-06-27
4453,1,60,0,2024-12-05
4454,4,46,0,2024-04-20
4455,4,82,0,2024-07-12
4456,4,49,1,2024-08-01
4457,2,73,1,2025-08-28
4458,6,80,0,2023-08-22
4459,3,90,0,2025-10-17
4460,0,32,0,2024-11-28
4461,4,32,0,2026-01-23
4462,2,83,2,2026-01-13
4463,1,80,1,2025-07-11
4464,0,47,0,2024-05-20
4465,2,0,0,2024-12-26
4466,3,61,0,2023-11-01
4467,1,29,1,2025-01-14
4468,1,43,0,2024-11-27
4469,4,63,1,2025-09-21
4470,2,66,1,2025-12-03
4471,0,91,2,2023-12-16
4472,3,52,3,2023-10-20
4473,4,40,2,2025-10-09
4474,1,78,0,2024-10-09
4475,2,67,3,2025-02-02
4476,4,52,0,2026-01-03
4477,0,60,1,2024-12-24
4478,5,52,2,2024-05-19
4479,4,73,1,2025-01-21
4480,1,93,0,2024-12-02
4481,3,45,1,2025-12-14
4482,3,68,2,2024-09-19
4483,2,29,1,2024-10-27
4484,1,38,0,2025-11-10
4485,2,71,0,2025-08-04
4486,1,58,0,2023-09-24
4487,3,37,1,2024-05-22
4488,5,60,1,2024-05-20
4489,4,77,1,2025-05-04
4490,6,31,1,2023-12-24
4491,2,94,1,2025-08-03
4492,2,71,2,2026-04-10
4493,1,71,2,2026-05-17
4494,2,59,3,2026-06-25
4495,3,94,0,2025-06-03
4496,4,79,1,2023-06-30
4497,3,52,2,2024-05-01
4498,5,75,0,2024-09-15
4499,2,45,1,2025-04-30
4500,3,54,0,2024-05-12
4501,0,89,4,2023-07-17
4502,3,67,0,2024-07-24
4503,2,73,4,2023-12-08
4504,2,83,1,2024-11-14
4505,4,70,0,2023-10-22
4506,4,43,2,2024-03-18
4507,2,93,0,2025-06-03
4508,3,70,0,2024-03-27
4509,6,71,0,2024-08-22
4510,0,61,2,2025-02-03
4511,2,82,1,2026-03-02
4512,0,98,1,2026-02-06
4513,4,52,1,2024-06-16
4514,1,81,0,2024-01-02
4515,1,60,0,2024-01-28
4516,4,20,1,2024-09-03
4517,1,31,0,2025-09-17
4518,2,68,0,2024-07-22
4519,1,80,1,2024-04-25
4520,6,72,1,2024-10-26
4521,8,75,4,2025-10-01
4522,4,100,1,2025-09-12
4523,2,70,0,2024-02-20
4524,1,54,0,2023-08-14
4525,3,57,1,2024-08-01
4526,2,92,0,2024-03-11
4527,3,34,1,2025-08-19
4528,5,84,1,2025-10-11
4529,2,60,0,2025-05-20
4530,2,43,1,2024-10-18
4531,7,30,2,2023-09-19
4532,5,89,1,2025-05-29
4533,5,42,3,2023-09-21
4534,3,61,1,2023-09-25
4535,2,40,2,2024-06-23
4536,3,99,0,2026-01-01
4537,4,61,0,2025-10-11
4538,4,33,2,2024-08-11
4539,1,51,0,2023-07-01
4540,2,87,0,2025-11-17
4541,5,40,0,2025-11-16
4542,1,52,3,2024-02-06
4543,4,83,1,2023-08-17
4544,4,66,1,2024-02-13
4545,3,35,2,2024-05-20
4546,5,64,3,2023-06-17
4547,3,56,1,2024-04-04
4548,6,61,1,2023-03-14
4549,2,78,0,2025-05-07
4550,4,64,2,2024-07-20
4551,4,58,0,2024-02-05
4552,4,57,0,2026-06-05
4553,3,81,0,2024-05-01
4554,0,45,1,2025-03-04
4555,0,16,3,2024-06-03
4556,3,55,1,2024-07-05
4557,1,67,0,2024-07-18
4558,6,51,2,2025-01-03
4559,4,49,2,2025-07-02
4560,6,52,4,2024-11-24
4561,1,59,1,2026-05-27
4562,5,34,1,2023-08-21
4563,4,73,1,2024-03-03
4564,4,6,1,2024-05-22
4565,2,70,0,2024-09-24
4566,2,66,1,2025-08-07
4567,4,69,0,2025-04-09
4568,3,21,0,2024-11-05
4569,6,65,1,2025-10-14
4570,2,49,1,2025-09-16
4571,5,92,1,2026-02-26
4572,2,67,1,2024-10-13
4573,1,36,0,2025-05-30
4574,2,26,1,2024-04-01
4575,5,47,0,2024-10-29
4576,3,76,2,2026-04-19
4577,9,83,2,2023-05-16
4578,1,63,0,2024-11-13
4579,3,61,3,2024-01-02
4580,4,53,1,2025-02-05
4581,1,59,1,2024-09-02
4582,3,84,0,2024-11-22
4583,2,53,1,2024-12-31
4584,1,73,1,2024-06-09
4585,3,49,1,2025-02-26
4586,4,80,1,2024-12-14
4587,2,71,1,2024-02-16
4588,1,79,2,2026-02-17
4589,2,97,1,2024-04-11
4590,5,8,2,2024-03-26
4591,2,75,1,2025-11-28
4592,2,69,1,2025-08-16
4593,0,68,2,2024-08-09
4594,1,64,2,2023-10-28
4595,1,64,1,2026-03-15
4596,0,66,0,2024-02-12
4597,4,78,2,2024-12-27
4598,1,76,3,2023-09-14
4599,6,59,1,2025-06-09
4600,1,56,1,2024-08-16
4601,2,60,1,2025-01-25
4602,3,51,0,2023-11-15
4603,4,95,0,2025-03-27
4604,0,34,1,2025-01-18
4605,5,74,1,2026-04-06
4606,6,74,0,2024-06-05
4607,1,49,0,2025-10-27
4608,2,65,2,2026-01-18
4609,1,85,2,2025-10-24
4610,4,53,4,2024-12-12
4611,4,86,1,2025-06-09
4612,4,82,1,2024-11-28
4613,4,45,0,2024-12-04
4614,7,37,1,2024-11-26
4615,4,63,1,2023-11-27
4616,3,35,1,2025-02-24
4617,8,1,2,2025-05-08
4618,5,50,0,2024-04-09
4619,4,100,0,2026-03-12
4620,6,51,0,2025-10-25
4621,3,67,2,2025-10-20
4622,3,73,0,2025-01-01
4623,1,59,1,2025-01-10
4624,3,53,0,2023-05-23
4625,3,84,0,2024-07-01
4626,4,60,0,2024-12-04
4627,1,58,2,2026-03-31
4628,4,75,0,2024-07-20
4629,2,39,0,2026-02-13
4630,2,34,0,2025-09-15
4631,5,27,1,2025-03-15
4632,1,71,1,2025-08-21
4633,1,56,1,2025-03-28
4634,0,76,0,2024-09-22
4635,2,61,0,2025-03-07
4636,5,32,0,2024-03-17
4637,2,52,2,2024-06-22
4638,2,77,0,2024-07-13
4639,1,54,1,2024-02-20
4640,2,83,1,2024-06-19
4641,2,50,1,2025-09-01
4642,4,74,2,2024-05-03
4643,3,24,1,2024-01-03
4644,1,55,0,2025-03-08
4645,1,52,2,2025-10-11
4646,2,32,1,2025-02-02
4647,6,82,1,2026-02-11
4648,5,47,3,2024-11-26
4649,1,45,1,2023-08-11
4650,1,86,0,2023-08-23
4651,4,63,0,2025-03-27
4652,2,75,0,2024-02-22
4653,1,25,2,2024-03-22
4654,2,44,0,2025-07-23
4655,4,100,0,2025-08-15
4656,0,77,1,2025-05-14
4657,4,38,2,2024-03-21
4658,1,64,2,2025-10-01
4659,3,40,0,2023-11-16
4660,6,87,1,2023-09-15
4661,6,14,4,2026-02-17
4662,3,65,2,2024-09-13
4663,4,65,4,2024-09-21
4664,4,37,1,2024-06-03
4665,4,54,1,2024-05-05
4666,2,67,2,2025-07-17
4667,7,24,0,2025-03-01
4668,2,34,2,2023-11-17
4669,4,56,1,2025-10-19
4670,2,43,0,2026-04-02
4671,5,50,2,2025-10-20
4672,2,59,0,2023-11-21
4673,4,41,1,2024-10-10
4674,3,59,0,2025-12-05
4675,2,65,0,2024-07-29
4676,4,75,0,2025-06-28
4677,3,35,2,2025-10-20
4678,0,47,0,2025-10-10
4679,3,71,0,2024-10-21
4680,4,30,2,2025-07-10
4681,4,62,2,2024-10-15
4682,2,60,2,2024-11-18
4683,4,8,4,2025-02-02
4684,6,50,2,2025-02-10
4685,4,66,0,2025-06-26
4686,2,55,1,2025-06-28
4687,5,50,1,2024-06-11
4688,3,63,1,2024-02-22
4689,4,79,1,2024-03-09
4690,3,70,1,2025-09-11
4691,4,44,2,2024-12-20
4692,1,30,2,2024-04-26
4693,5,70,0,2025-09-13
4694,8,36,0,2024-10-26
4695,2,49,0,2025-04-04
4696,4,64,0,2024-05-29
4697,4,82,2,2026-05-24
4698,4,85,1,2024-07-27
4699,4,61,0,2024-07-31
4700,3,49,0,2025-06-27
4701,4,35,2,2024-09-16
4702,3,99,1,2025-04-03
4703,2,54,0,2025-04-02
4704,1,73,0,2025-03-17
4705,0,63,0,2025-06-06
4706,2,50,1,2024-12-27
4707,4,49,0,2025-11-15
4708,1,32,0,2025-03-14
4709,1,82,1,2024-06-16
4710,1,57,2,2023-06-27
4711,3,88,0,2025-07-31
4712,1,51,0,2023-06-24
4713,5,54,1,2025-04-02
4714,1,37,2,2025-07-25
4715,2,53,2,2025-05-22
4716,4,35,2,2026-04-04
4717,0,68,1,2024-04-29
4718,5,62,2,2024-10-05
4719,2,89,1,2025-02-24
4720,2,30,1,2025-04-22
4721,6,84,1,2023-07-26
4722,4,40,1,2026-02-03
4723,3,66,0,2024-07-02
4724,1,37,0,2025-09-11
4725,3,64,1,2023-12-08
4726,2,9,0,2025-07-15
4727,5,46,1,2024-09-07
4728,1,62,1,2024-10-17
4729,3,95,0,2023-08-14
4730,4,17,0,2023-11-18
4731,3,59,2,2024-03-12
4732,3,49,2,2024-12-26
4733,2,21,1,2024-12-23
4734,3,37,1,2025-04-19
4735,6,50,2,2023-10-03
4736,3,69,2,2024-10-12
4737,3,61,0,2024-12-08
4738,6,33,2,2024-03-27
4739,6,23,1,2024-08-14
4740,3,68,0,2024-05-09
4741,3,56,2,2026-04-14
4742,4,92,0,2023-09-23
4743,4,52,0,2024-07-13
4744,2,82,2,2026-04-22
4745,0,70,2,2023-08-25
4746,1,76,0,2024-06-25
4747,5,68,2,2024-09-23
4748,1,69,0,2024-06-22
4749,5,14,1,2024-02-07
4750,3,55,1,2024-05-25
4751,4,46,1,2025-07-27
4752,2,85,1,2023-07-18
4753,4,39,0,2025-10-24
4754,8,54,1,2023-11-22
4755,0,76,0,2023-10-07
4756,5,66,0,2024-12-28
4757,0,63,1,2024-04-19
4758,4,82,2,2025-04-14
4759,2,65,0,2024-08-15
4760,5,49,0,2025-09-02
4761,1,34,0,2024-07-22
4762,1,69,0,2025-02-10
4763,2,44,0,2024-09-23
4764,4,55,1,2023-05-21
4765,1,81,1,2024-07-07
4766,2,55,3,2024-08-24
4767,5,51,0,2025-01-21
4768,5,54,0,2025-05-16
4769,4,54,1,2024-03-20
4770,1,40,0,2024-02-20
4771,3,93,1,2024-11-28
4772,4,49,3,2024-06-16
4773,2,75,0,2024-04-07
4774,2,39,1,2026-05-02
4775,2,70,0,2023-08-11
4776,2,63,1,2025-06-30
4777,2,60,2,2025-04-23
4778,4,63,1,2024-06-11
4779,1,68,1,2026-04-04
4780,2,55,1,2024-05-23
4781,5,56,0,2025-03-02
4782,5,71,1,2023-11-08
4783,3,37,0,2023-06-07
4784,1,34,1,2024-09-03
4785,3,63,0,2024-11-21
4786,2,19,0,2025-05-28
4787,1,26,0,2024-06-01
4788,3,96,4,2024-12-25
4789,7,90,1,2024-10-17
4790,3,48,2,2023-10-09
4791,3,79,2,2025-04-02
4792,5,80,1,2025-03-29
4793,3,69,1,2025-03-03
4794,1,58,3,2025-05-08
4795,5,72,0,2025-01-12
4796,2,75,0,2025-12-06
4797,1,72,1,2025-01-21
4798,4,29,1,2025-01-25
4799,3,100,0,2026-02-07
4800,2,100,2,2024-07-16
4801,4,21,1,2024-05-04
4802,0,70,2,2025-10-03
4803,2,100,1,2025-04-03
4804,3,80,1,2024-10-19
4805,3,80,0,2023-12-16
4806,2,31,0,2024-04-16
4807,3,75,3,2023-12-06
4808,3,64,0,2025-01-01
4809,3,75,1,2024-01-18
4810,2,39,0,2024-07-16
4811,1,38,0,2023-09-15
4812,6,57,0,2023-12-29
4813,3,52,0,2024-10-29
4814,1,56,0,2025-09-28
4815,3,50,1,2023-09-04
4816,5,55,0,2024-06-03
4817,0,46,1,2024-07-01
4818,3,59,1,2026-05-22
4819,5,31,2,2026-03-11
4820,2,70,0,2023-12-18
4821,5,65,0,2024-02-28
4822,5,34,2,2025-04-27
4823,1,86,1,2024-10-19
4824,3,43,0,2025-12-25
4825,3,83,1,2026-03-29
4826,2,66,2,2023-10-22
4827,7,80,1,2025-09-22
4828,7,63,1,2024-09-08
4829,2,71,1,2026-01-11
4830,1,79,1,2024-10-27
4831,3,98,2,2025-02-02
4832,2,81,2,2023-08-17
4833,7,68,0,2023-08-23
4834,3,33,1,2026-01-01
4835,3,11,2,2024-05-10
4836,7,57,2,2025-07-15
4837,3,45,1,2024-09-19
4838,3,46,3,2024-12-05
4839,6,58,0,2024-04-11
4840,4,73,0,2025-09-20
4841,3,47,1,2023-12-24
4842,4,77,2,2025-10-07
4843,4,60,1,2026-02-07
4844,1,60,0,2024-10-31
4845,2,97,1,2024-02-29
4846,3,63,1,2026-06-14
4847,2,58,0,2026-06-24
4848,0,70,0,2025-07-29
4849,1,95,0,2023-06-21
4850,0,59,2,2024-10-31
4851,3,68,1,2025-03-27
4852,0,57,3,2026-01-25
4853,2,57,0,2023-07-22
4854,1,50,0,2025-01-24
4855,2,48,1,2024-08-15
4856,0,93,1,2024-04-13
4857,7,48,0,2025-06-23
4858,3,29,0,2025-01-18
4859,2,62,3,2025-05-05
4860,4,80,0,2024-11-12
4861,1,84,2,2025-08-03
4862,4,36,1,2024-04-13
4863,5,82,1,2025-03-01
4864,3,100,1,2025-06-23
4865,2,46,3,2023-09-15
4866,0,56,3,2024-05-12
4867,0,35,3,2024-06-23
4868,4,97,0,2024-07-22
4869,0,30,1,2024-08-27
4870,4,52,1,2023-10-24
4871,5,75,0,2025-06-28
4872,2,46,1,2023-12-18
4873,0,40,0,2023-12-04
4874,1,58,0,2024-10-01
4875,6,100,0,2024-11-19
4876,1,54,3,2025-02-18
4877,0,55,2,2025-02-19
4878,2,37,0,2024-09-19
4879,3,67,1,2024-10-22
4880,7,77,0,2023-11-01
4881,3,47,0,2024-06-14
4882,4,70,1,2025-09-04
4883,4,48,1,2024-11-05
4884,1,22,0,2025-03-22
4885,3,69,1,2025-07-27
4886,1,100,1,2024-12-23
4887,4,36,1,2024-09-18
4888,4,63,0,2025-02-11
4889,5,86,0,2024-04-25
4890,3,57,0,2023-12-02
4891,6,31,1,2025-08-05
4892,3,60,0,2023-11-24
4893,2,89,0,2023-11-05
4894,1,49,0,2025-11-27
4895,7,64,0,2026-06-10
4896,8,38,0,2025-01-01
4897,2,58,1,2023-09-28
4898,5,67,2,2023-05-27
4899,3,62,0,2024-10-13
4900,5,51,1,2023-11-11
4901,2,68,0,2023-06-17
4902,4,73,0,2024-03-11
4903,1,74,2,2024-11-25
4904,3,54,2,2024-09-26
4905,4,47,2,2025-07-03
4906,2,99,1,2025-06-11
4907,2,62,0,2024-01-09
4908,4,54,2,2025-05-03
